sample_id,user_id,positive_item,negative_item,item_a,item_b,flipped,ground_truth_label,pid_split,split_position
4093,4438,7121,3887,7121,3887,0,1,train,6575
4094,4440,154,7523,154,7523,0,1,train,1625
4095,4441,1058,1759,1058,1759,0,1,train,2675
4096,4442,3812,818,818,3812,1,0,test,871
4097,4443,8321,8505,8505,8321,1,0,train,1422
4098,4444,6543,5315,5315,6543,1,0,train,1236
4099,4445,437,5191,437,5191,0,1,train,2650
4100,4446,193,1376,1376,193,1,0,test,1061
4101,4447,337,5967,5967,337,1,0,train,3552
4102,4448,7269,3049,3049,7269,1,0,train,1822
4103,4449,2346,4559,4559,2346,1,0,train,5652
4104,4450,8764,2081,2081,8764,1,0,test,1262
4105,4451,1967,7891,7891,1967,1,0,train,299
4106,4452,4784,7150,4784,7150,0,1,train,883
4107,4453,7897,7818,7818,7897,1,0,train,1892
4108,4454,8305,8303,8305,8303,0,1,train,3367
4109,4455,3077,1601,3077,1601,0,1,train,7862
4110,4456,1345,2549,2549,1345,1,0,train,7306
4111,4457,2039,4282,2039,4282,0,1,train,2595
4112,4458,9022,5402,5402,9022,1,0,train,6265
4113,4459,2589,7100,7100,2589,1,0,train,6346
4114,4460,9026,5219,9026,5219,0,1,test,1761
4115,4461,2268,1218,2268,1218,0,1,test,1499
4116,4462,47,8361,8361,47,1,0,train,848
4117,4463,9206,5275,5275,9206,1,0,train,1217
4118,4464,5993,3481,3481,5993,1,0,train,6646
4119,4465,3216,7077,7077,3216,1,0,train,738
4120,4466,2960,7927,2960,7927,0,1,train,6358
4121,4467,3790,2288,2288,3790,1,0,test,1198
4122,4468,6250,8217,6250,8217,0,1,train,368
4123,4469,3281,3928,3928,3281,1,0,train,6155
4124,4470,3645,1971,1971,3645,1,0,train,6583
4125,4471,5737,8472,5737,8472,0,1,train,5128
4126,4472,7278,3806,3806,7278,1,0,train,3470
4127,4473,2412,5951,2412,5951,0,1,train,6060
4128,4474,5814,8874,5814,8874,0,1,train,5244
4129,4475,437,2150,437,2150,0,1,train,3292
4130,4476,7140,6607,7140,6607,0,1,train,1985
4131,4477,602,6587,6587,602,1,0,train,308
4132,4478,4097,359,359,4097,1,0,train,798
4133,4480,1945,5641,5641,1945,1,0,train,3614
4134,4481,1749,7007,1749,7007,0,1,test,51
4135,4482,4839,4237,4839,4237,0,1,train,3036
4136,4483,7905,4739,4739,7905,1,0,train,2322
4137,4485,6408,6120,6120,6408,1,0,train,5914
4138,4486,2581,6087,6087,2581,1,0,train,499
4139,4487,2585,6216,6216,2585,1,0,train,1275
4140,4488,7407,4752,7407,4752,0,1,train,4463
4141,4489,4203,5299,4203,5299,0,1,test,1387
4142,4490,3450,202,3450,202,0,1,train,5972
4143,4491,4712,4021,4712,4021,0,1,train,6390
4144,4492,6112,4001,4001,6112,1,0,test,1460
4145,4493,4909,3530,3530,4909,1,0,train,3662
4146,4494,2375,2319,2375,2319,0,1,train,4268
4147,4495,37,6905,6905,37,1,0,train,4683
4148,4496,3114,1673,3114,1673,0,1,test,446
4149,4497,4096,1476,1476,4096,1,0,train,1762
4150,4498,2445,1719,1719,2445,1,0,train,2694
4151,4499,3694,3553,3694,3553,0,1,test,1438
4152,4500,6891,5054,6891,5054,0,1,train,7102
4153,4501,7745,2026,7745,2026,0,1,train,3254
4154,4502,2351,519,519,2351,1,0,train,4708
4155,4503,5395,6109,6109,5395,1,0,train,3528
4156,4504,8981,655,655,8981,1,0,train,3593
4157,4505,5984,9152,5984,9152,0,1,train,4356
4158,4506,7122,3991,3991,7122,1,0,train,2435
4159,4507,2501,7094,2501,7094,0,1,train,5118
4160,4508,1345,1201,1201,1345,1,0,test,665
4161,4509,1914,8196,8196,1914,1,0,train,7528
4162,4510,3841,998,3841,998,0,1,test,1549
4163,4511,3421,299,3421,299,0,1,train,6860
4164,4512,3827,4505,4505,3827,1,0,test,1043
4165,4513,6009,7009,6009,7009,0,1,train,6558
4166,4514,3901,2519,2519,3901,1,0,train,5100
4167,4515,384,7658,384,7658,0,1,train,4820
4168,4516,489,728,489,728,0,1,test,1962
4169,4517,1272,6415,1272,6415,0,1,train,4329
4170,4518,940,5391,5391,940,1,0,train,5206
4171,4519,2948,4627,4627,2948,1,0,train,766
4172,4520,939,5064,5064,939,1,0,train,4387
4173,4521,338,3179,338,3179,0,1,train,2565
4174,4522,5666,9291,5666,9291,0,1,test,1100
4175,4524,8837,8905,8837,8905,0,1,test,1136
4176,4525,498,8022,498,8022,0,1,train,2261
4177,4526,998,6243,998,6243,0,1,train,7387
4178,4528,358,9044,358,9044,0,1,train,6973
4179,4529,5551,6152,6152,5551,1,0,train,321
4180,4530,86,6316,86,6316,0,1,train,1070
4181,4531,33,2950,2950,33,1,0,train,7076
4182,4532,2755,7922,2755,7922,0,1,train,2026
4183,4533,230,6358,6358,230,1,0,train,6026
4184,4534,916,9110,9110,916,1,0,train,5400
4185,4535,213,2150,2150,213,1,0,test,745
4186,4536,6790,7786,7786,6790,1,0,train,6758
4187,4537,2185,8842,2185,8842,0,1,train,4568
4188,4538,2616,8865,8865,2616,1,0,test,893
4189,4539,4427,4105,4105,4427,1,0,test,1918
4190,4540,1065,1449,1065,1449,0,1,test,872
4191,4541,9118,8065,8065,9118,1,0,train,466
4192,4542,7058,3203,7058,3203,0,1,train,6925
4193,4543,950,3338,3338,950,1,0,train,3305
4194,4544,875,334,875,334,0,1,train,7254
4195,4545,3554,5798,3554,5798,0,1,train,343
4196,4548,8000,6498,6498,8000,1,0,test,1464
4197,4549,6765,3012,6765,3012,0,1,train,1882
4198,4550,4071,7106,4071,7106,0,1,train,4466
4199,4551,883,8625,883,8625,0,1,train,7095
4200,4552,6765,2903,2903,6765,1,0,train,2638
4201,4553,8178,1892,8178,1892,0,1,train,4082
4202,4554,5902,4117,4117,5902,1,0,train,6101
4203,4555,7275,4006,4006,7275,1,0,train,424
4204,4556,105,1915,1915,105,1,0,train,5133
4205,4557,48,9329,9329,48,1,0,train,3317
4206,4558,3190,4361,4361,3190,1,0,train,5813
4207,4559,995,8818,995,8818,0,1,train,6261
4208,4560,5172,6709,6709,5172,1,0,train,6755
4209,4561,2785,5717,5717,2785,1,0,train,5562
4210,4562,8342,6254,8342,6254,0,1,train,6202
4211,4563,2982,601,2982,601,0,1,train,325
4212,4564,3124,4358,3124,4358,0,1,test,888
4213,4565,7896,4860,4860,7896,1,0,train,5835
4214,4566,5942,9316,5942,9316,0,1,train,7675
4215,4567,1542,8461,1542,8461,0,1,train,7053
4216,4568,3023,7539,7539,3023,1,0,train,6134
4217,4569,475,3137,475,3137,0,1,train,4086
4218,4570,8013,4622,4622,8013,1,0,train,1256
4219,4571,982,6908,6908,982,1,0,train,6475
4220,4573,1438,3491,3491,1438,1,0,test,408
4221,4574,5880,1295,5880,1295,0,1,test,1166
4222,4576,5767,9005,9005,5767,1,0,train,2910
4223,4577,865,1314,1314,865,1,0,test,1586
4224,4578,3238,6246,3238,6246,0,1,train,7173
4225,4579,374,5952,374,5952,0,1,train,6990
4226,4580,331,3076,3076,331,1,0,train,1468
4227,4581,3179,2606,3179,2606,0,1,train,4294
4228,4582,998,6520,6520,998,1,0,train,2525
4229,4584,6336,2050,6336,2050,0,1,train,2372
4230,4585,6646,6321,6646,6321,0,1,train,1686
4231,4586,7422,4584,4584,7422,1,0,test,1145
4232,4588,489,6436,489,6436,0,1,train,5975
4233,4590,2203,4352,4352,2203,1,0,train,7875
4234,4591,2336,2838,2336,2838,0,1,train,6658
4235,4592,5984,6821,6821,5984,1,0,train,4191
4236,4593,1950,3576,3576,1950,1,0,train,1735
4237,4594,7048,5198,7048,5198,0,1,train,504
4238,4595,451,3793,451,3793,0,1,train,2867
4239,4596,995,7111,995,7111,0,1,test,346
4240,4597,6499,5930,5930,6499,1,0,train,5430
4241,4598,3990,6232,3990,6232,0,1,train,3190
4242,4600,566,9052,566,9052,0,1,train,5977
4243,4601,2086,93,2086,93,0,1,train,7176
4244,4602,7542,540,540,7542,1,0,train,7671
4245,4603,4227,3888,4227,3888,0,1,train,7877
4246,4604,1743,4723,1743,4723,0,1,train,6821
4247,4605,6319,4497,4497,6319,1,0,train,7467
4248,4606,4911,9148,4911,9148,0,1,train,5237
4249,4607,6401,7910,7910,6401,1,0,train,3462
4250,4608,3232,4977,4977,3232,1,0,train,907
4251,4609,5954,3833,3833,5954,1,0,train,2846
4252,4610,3352,9168,9168,3352,1,0,train,3805
4253,4611,6762,6552,6552,6762,1,0,train,7805
4254,4612,4423,4641,4641,4423,1,0,train,7665
4255,4613,3706,7369,7369,3706,1,0,train,4602
4256,4614,2869,7062,7062,2869,1,0,train,1248
4257,4615,3005,6552,3005,6552,0,1,train,7539
4258,4616,321,5690,321,5690,0,1,train,4881
4259,4617,435,3094,435,3094,0,1,train,1048
4260,4619,669,1923,669,1923,0,1,train,449
4261,4620,690,6951,690,6951,0,1,train,6571
4262,4621,668,3614,3614,668,1,0,train,3728
4263,4622,6775,2393,6775,2393,0,1,train,2273
4264,4623,3563,8926,3563,8926,0,1,train,4729
4265,4624,2179,1568,2179,1568,0,1,train,2961
4266,4625,8066,3847,3847,8066,1,0,train,10
4267,4626,3881,5069,3881,5069,0,1,train,5219
4268,4627,7737,2971,2971,7737,1,0,test,1807
4269,4628,2173,7708,2173,7708,0,1,train,3977
4270,4629,4544,8033,8033,4544,1,0,train,4854
4271,4630,6192,6803,6192,6803,0,1,train,5174
4272,4631,6192,5501,5501,6192,1,0,train,3426
4273,4632,2214,2223,2214,2223,0,1,train,5178
4274,4633,1458,6661,1458,6661,0,1,train,4938
4275,4634,464,7293,464,7293,0,1,test,1937
4276,4635,2252,297,2252,297,0,1,train,5295
4277,4636,2250,6217,6217,2250,1,0,test,1590
4278,4637,7627,4264,4264,7627,1,0,train,5979
4279,4638,1673,8821,1673,8821,0,1,train,1617
4280,4639,7527,8569,8569,7527,1,0,train,4853
4281,4640,947,6438,947,6438,0,1,train,6092
4282,4641,6112,6779,6779,6112,1,0,train,743
4283,4642,462,7099,462,7099,0,1,test,1530
4284,4643,268,8741,268,8741,0,1,train,2816
4285,4644,1184,9321,9321,1184,1,0,train,7822
4286,4645,3005,7807,3005,7807,0,1,test,192
4287,4646,2804,6561,2804,6561,0,1,train,460
4288,4647,317,5374,5374,317,1,0,test,679
4289,4648,6925,757,757,6925,1,0,train,4636
4290,4649,2791,3274,2791,3274,0,1,train,4756
4291,4650,771,3369,3369,771,1,0,train,3452
4292,4651,793,5640,793,5640,0,1,test,843
4293,4652,567,1401,1401,567,1,0,test,206
4294,4653,391,5270,391,5270,0,1,test,37
4295,4654,2931,2152,2931,2152,0,1,train,6617
4296,4655,7319,7757,7757,7319,1,0,train,3140
4297,4657,9061,1135,9061,1135,0,1,train,6164
4298,4659,2174,9131,9131,2174,1,0,train,5891
4299,4660,5834,2347,5834,2347,0,1,train,4893
4300,4661,2678,4570,2678,4570,0,1,test,1081
4301,4662,7375,2722,7375,2722,0,1,test,39
4302,4663,2931,9146,2931,9146,0,1,train,1313
4303,4665,534,106,534,106,0,1,train,7577
4304,4666,3144,697,3144,697,0,1,test,160
4305,4668,3044,45,45,3044,1,0,train,147
4306,4669,344,4828,344,4828,0,1,train,1964
4307,4670,437,5745,437,5745,0,1,test,1478
4308,4671,1130,2019,1130,2019,0,1,train,4233
4309,4672,489,6330,6330,489,1,0,train,3958
4310,4673,261,1929,1929,261,1,0,test,1591
4311,4674,248,1334,248,1334,0,1,train,2063
4312,4675,131,3808,3808,131,1,0,train,6472
4313,4676,1555,2540,1555,2540,0,1,train,1569
4314,4677,578,1181,1181,578,1,0,train,218
4315,4678,6940,8703,8703,6940,1,0,train,1963
4316,4679,2134,8604,8604,2134,1,0,train,258
4317,4680,864,8242,864,8242,0,1,test,1069
4318,4681,9228,4752,9228,4752,0,1,test,1702
4319,4682,131,7445,7445,131,1,0,train,232
4320,4683,4866,519,4866,519,0,1,train,3003
4321,4684,2931,1039,1039,2931,1,0,train,2229
4322,4685,304,2338,2338,304,1,0,train,5978
4323,4686,489,834,834,489,1,0,train,3248
4324,4687,363,5287,5287,363,1,0,train,1221
4325,4688,371,2265,371,2265,0,1,train,2557
4326,4689,598,3387,3387,598,1,0,train,1890
4327,4690,330,4892,330,4892,0,1,test,1831
4328,4691,2986,3711,2986,3711,0,1,train,1485
4329,4692,994,2290,2290,994,1,0,test,1218
4330,4693,441,46,441,46,0,1,train,388
4331,4694,8610,8724,8610,8724,0,1,train,707
4332,4695,2987,376,376,2987,1,0,train,4843
4333,4696,2931,3610,3610,2931,1,0,train,6854
4334,4697,4341,6494,4341,6494,0,1,train,7068
4335,4698,490,6748,6748,490,1,0,train,6846
4336,4699,1641,896,1641,896,0,1,train,6886
4337,4700,9,784,9,784,0,1,train,1251
4338,4701,4199,2341,2341,4199,1,0,test,417
4339,4702,2575,4630,4630,2575,1,0,train,6595
4340,4703,6208,3166,6208,3166,0,1,train,5939
4341,4704,5936,6615,6615,5936,1,0,train,4189
4342,4705,6339,8425,8425,6339,1,0,train,4351
4343,4707,7403,9112,7403,9112,0,1,train,4120
4344,4709,3441,2518,3441,2518,0,1,train,681
4345,4710,2758,2649,2649,2758,1,0,train,1027
4346,4711,6111,5706,5706,6111,1,0,train,1087
4347,4712,1631,3472,1631,3472,0,1,train,4036
4348,4713,5936,6326,6326,5936,1,0,train,7324
4349,4714,4288,4474,4474,4288,1,0,test,155
4350,4715,782,1371,782,1371,0,1,train,6284
4351,4716,8203,6564,6564,8203,1,0,train,1816
4352,4717,4802,71,71,4802,1,0,train,2244
4353,4718,8625,9013,9013,8625,1,0,test,891
4354,4719,4732,6959,4732,6959,0,1,train,4552
4355,4720,1005,802,1005,802,0,1,train,1644
4356,4721,3382,6922,3382,6922,0,1,train,678
4357,4722,589,2970,2970,589,1,0,train,6456
4358,4723,190,6505,6505,190,1,0,train,4420
4359,4724,4128,5104,4128,5104,0,1,train,5450
4360,4725,2945,623,2945,623,0,1,train,3337
4361,4726,486,2209,486,2209,0,1,train,5761
4362,4727,939,6176,939,6176,0,1,train,4819
4363,4729,205,6849,205,6849,0,1,train,3917
4364,4730,1821,1199,1199,1821,1,0,test,312
4365,4731,558,407,558,407,0,1,train,1380
4366,4732,2866,2919,2919,2866,1,0,train,4202
4367,4733,588,9052,588,9052,0,1,train,4276
4368,4734,138,632,138,632,0,1,train,6651
4369,4736,471,9255,471,9255,0,1,train,4011
4370,4737,1005,9169,1005,9169,0,1,train,5095
4371,4738,4526,8039,4526,8039,0,1,test,1408
4372,4739,997,4687,997,4687,0,1,train,1010
4373,4740,255,6322,255,6322,0,1,train,3508
4374,4741,2850,1604,1604,2850,1,0,train,7564
4375,4742,339,6362,6362,339,1,0,test,1546
4376,4743,1696,5843,1696,5843,0,1,test,21
4377,4744,9158,4117,4117,9158,1,0,train,3200
4378,4745,6480,184,6480,184,0,1,train,5742
4379,4746,1471,5197,1471,5197,0,1,train,2129
4380,4747,7666,6676,6676,7666,1,0,train,1497
4381,4748,3957,7778,3957,7778,0,1,train,6958
4382,4749,3549,8854,8854,3549,1,0,train,952
4383,4750,1163,5180,1163,5180,0,1,train,2828
4384,4751,5623,4247,4247,5623,1,0,train,7341
4385,4752,5619,8183,8183,5619,1,0,train,3609
4386,4753,2772,3391,3391,2772,1,0,train,2379
4387,4754,3733,1835,3733,1835,0,1,train,765
4388,4755,9158,5775,5775,9158,1,0,train,172
4389,4756,9158,2276,9158,2276,0,1,train,7115
4390,4757,5830,7333,7333,5830,1,0,train,477
4391,4758,1240,5756,5756,1240,1,0,train,4293
4392,4759,1246,8644,1246,8644,0,1,train,1789
4393,4760,1216,1812,1812,1216,1,0,train,4458
4394,4761,5812,5485,5485,5812,1,0,test,1513
4395,4764,6166,334,6166,334,0,1,test,377
4396,4765,5318,6681,5318,6681,0,1,train,6459
4397,4766,9160,4916,9160,4916,0,1,train,4904
4398,4767,7290,461,461,7290,1,0,train,4219
4399,4768,6855,339,339,6855,1,0,train,1987
4400,4769,1931,365,1931,365,0,1,test,302
4401,4770,8237,1047,8237,1047,0,1,train,7621
4402,4771,7729,319,319,7729,1,0,train,3232
4403,4772,216,2480,2480,216,1,0,test,1337
4404,4773,6804,9171,9171,6804,1,0,test,1214
4405,4774,6779,5338,6779,5338,0,1,train,7149
4406,4775,8176,5788,8176,5788,0,1,train,914
4407,4776,1442,4698,1442,4698,0,1,train,6561
4408,4777,7668,7725,7668,7725,0,1,train,5904
4409,4778,248,3895,248,3895,0,1,train,5781
4410,4779,1524,1819,1819,1524,1,0,train,4690
4411,4780,221,8185,221,8185,0,1,test,1085
4412,4781,578,5879,578,5879,0,1,train,3397
4413,4782,3217,9248,9248,3217,1,0,train,1971
4414,4783,6928,208,6928,208,0,1,train,4444
4415,4784,1585,8806,1585,8806,0,1,test,584
4416,4785,8544,5640,5640,8544,1,0,train,7492
4417,4786,4964,1749,1749,4964,1,0,train,6760
4418,4787,4901,7566,4901,7566,0,1,test,892
4419,4788,2854,5343,5343,2854,1,0,train,7300
4420,4789,4931,681,4931,681,0,1,train,6632
4421,4790,1445,1290,1445,1290,0,1,train,4906
4422,4791,1445,8795,1445,8795,0,1,test,369
4423,4792,2358,7398,7398,2358,1,0,train,1561
4424,4793,216,5079,5079,216,1,0,train,4274
4425,4794,2461,7144,7144,2461,1,0,train,4247
4426,4795,1519,2958,1519,2958,0,1,train,7252
4427,4796,5663,380,380,5663,1,0,train,722
4428,4797,7311,6130,6130,7311,1,0,test,1610
4429,4798,7311,3316,3316,7311,1,0,test,1967
4430,4799,7261,5934,7261,5934,0,1,test,770
4431,4800,2066,5536,5536,2066,1,0,train,137
4432,4801,2566,336,336,2566,1,0,train,1296
4433,4802,3561,871,3561,871,0,1,train,3086
4434,4804,8719,933,933,8719,1,0,train,2249
4435,4805,256,5223,256,5223,0,1,train,6750
4436,4806,5466,5285,5466,5285,0,1,train,2431
4437,4807,7598,592,592,7598,1,0,train,2755
4438,4808,9132,6294,9132,6294,0,1,train,19
4439,4809,1840,1261,1840,1261,0,1,train,2045
4440,4810,4766,711,711,4766,1,0,test,1949
4441,4811,3536,1885,3536,1885,0,1,train,4177
4442,4812,9156,3144,3144,9156,1,0,train,3322
4443,4813,5902,4860,4860,5902,1,0,train,3321
4444,4814,2509,6494,2509,6494,0,1,train,2670
4445,4815,4287,8160,4287,8160,0,1,train,3859
4446,4816,5377,2121,2121,5377,1,0,train,1447
4447,4817,5827,3196,5827,3196,0,1,train,6718
4448,4818,1761,9257,1761,9257,0,1,train,5686
4449,4819,2282,4556,4556,2282,1,0,train,5594
4450,4820,3831,6398,6398,3831,1,0,train,651
4451,4821,4296,9313,4296,9313,0,1,train,4655
4452,4822,3241,4146,4146,3241,1,0,train,2046
4453,4823,5145,9214,5145,9214,0,1,train,2301
4454,4824,913,3571,913,3571,0,1,train,2406
4455,4825,3979,5901,5901,3979,1,0,train,3675
4456,4826,4522,3806,3806,4522,1,0,train,4434
4457,4827,5510,3779,3779,5510,1,0,train,3389
4458,4828,6746,2871,6746,2871,0,1,train,2496
4459,4829,957,8383,957,8383,0,1,train,616
4460,4830,7401,6393,7401,6393,0,1,train,7310
4461,4831,1505,6149,1505,6149,0,1,train,7879
4462,4833,3088,8492,3088,8492,0,1,train,1550
4463,4834,5982,138,5982,138,0,1,train,1322
4464,4835,7153,3087,7153,3087,0,1,train,7873
4465,4836,4069,6706,6706,4069,1,0,train,3208
4466,4838,6328,5281,5281,6328,1,0,train,1647
4467,4840,1387,3120,3120,1387,1,0,train,4706
4468,4841,251,4108,4108,251,1,0,test,727
4469,4842,970,1615,1615,970,1,0,train,4932
4470,4843,437,6111,6111,437,1,0,train,4859
4471,4844,1894,1136,1894,1136,0,1,train,5183
4472,4845,534,41,41,534,1,0,train,5157
4473,4846,899,8211,8211,899,1,0,train,7148
4474,4847,2867,4170,2867,4170,0,1,train,7874
4475,4848,5896,3092,3092,5896,1,0,train,3779
4476,4849,695,4352,695,4352,0,1,train,666
4477,4850,2509,2619,2619,2509,1,0,test,852
4478,4851,36,6375,6375,36,1,0,train,4449
4479,4852,695,5017,5017,695,1,0,train,2718
4480,4853,2781,5976,5976,2781,1,0,test,1579
4481,4854,310,3265,3265,310,1,0,train,797
4482,4855,2886,9307,2886,9307,0,1,train,1518
4483,4856,2854,480,480,2854,1,0,train,7047
4484,4857,1556,4524,1556,4524,0,1,train,4040
4485,4858,3207,8870,8870,3207,1,0,train,3619
4486,4859,3002,1921,3002,1921,0,1,train,2112
4487,4860,695,8622,695,8622,0,1,train,1872
4488,4861,38,215,215,38,1,0,test,389
4489,4862,358,5806,358,5806,0,1,train,5403
4490,4863,904,6994,904,6994,0,1,train,4304
4491,4864,8017,2364,8017,2364,0,1,test,967
4492,4865,9000,2716,2716,9000,1,0,train,5636
4493,4866,5896,9151,9151,5896,1,0,train,5025
4494,4867,1624,6395,1624,6395,0,1,train,4053
4495,4868,1967,3338,1967,3338,0,1,test,1953
4496,4869,1595,6612,1595,6612,0,1,train,1522
4497,4870,1858,3961,3961,1858,1,0,train,5011
4498,4871,3834,2705,3834,2705,0,1,train,455
4499,4872,7689,4422,4422,7689,1,0,train,108
4500,4873,3725,5971,5971,3725,1,0,train,342
4501,4874,6187,1384,6187,1384,0,1,train,3448
4502,4875,2540,2280,2280,2540,1,0,train,1758
4503,4876,577,2072,2072,577,1,0,train,6796
4504,4877,452,3131,452,3131,0,1,train,42
4505,4878,273,5779,273,5779,0,1,train,7878
4506,4879,5847,1505,1505,5847,1,0,test,1493
4507,4880,5249,6757,6757,5249,1,0,train,5938
4508,4881,1915,6257,1915,6257,0,1,test,1814
4509,4882,2849,2035,2035,2849,1,0,train,3157
4510,4883,5596,484,5596,484,0,1,train,3571
4511,4884,871,1436,1436,871,1,0,train,4365
4512,4885,1689,8642,8642,1689,1,0,train,1018
4513,4886,3771,1083,1083,3771,1,0,train,7207
4514,4887,6397,2481,6397,2481,0,1,train,4780
4515,4888,7025,7911,7911,7025,1,0,train,6512
4516,4889,7471,7846,7471,7846,0,1,train,2863
4517,4890,9190,4951,9190,4951,0,1,train,2870
4518,4891,4996,6804,4996,6804,0,1,train,2690
4519,4892,6924,5390,5390,6924,1,0,train,7127
4520,4893,3988,3872,3988,3872,0,1,train,886
4521,4894,323,921,323,921,0,1,train,447
4522,4895,477,5322,5322,477,1,0,train,5026
4523,4896,301,4354,4354,301,1,0,train,7140
4524,4897,334,3803,3803,334,1,0,train,7501
4525,4898,326,2191,326,2191,0,1,train,6798
4526,4899,323,1248,323,1248,0,1,train,5499
4527,4900,4360,7286,4360,7286,0,1,test,1126
4528,4902,589,958,589,958,0,1,train,799
4529,4903,961,1695,1695,961,1,0,train,1001
4530,4904,411,2951,2951,411,1,0,train,1831
4531,4906,504,1062,1062,504,1,0,train,4243
4532,4907,470,4032,470,4032,0,1,train,5604
4533,4908,3991,5641,5641,3991,1,0,train,3893
4534,4909,248,4501,4501,248,1,0,train,3473
4535,4911,2522,4911,4911,2522,1,0,train,2940
4536,4912,2815,1693,2815,1693,0,1,train,817
4537,4913,4664,2614,4664,2614,0,1,train,4232
4538,4914,2578,3601,2578,3601,0,1,train,1665
4539,4915,7317,547,547,7317,1,0,train,3521
4540,4916,4759,9126,4759,9126,0,1,train,2645
4541,4917,4519,8151,4519,8151,0,1,train,6816
4542,4918,3167,7223,3167,7223,0,1,train,5327
4543,4920,6303,8602,6303,8602,0,1,train,6034
4544,4921,5751,1555,5751,1555,0,1,test,1323
4545,4922,7733,2855,7733,2855,0,1,train,6114
4546,4923,4361,4056,4056,4361,1,0,train,269
4547,4924,1781,4933,4933,1781,1,0,train,1860
4548,4925,4588,7183,4588,7183,0,1,train,1370
4549,4926,2143,4698,4698,2143,1,0,train,111
4550,4927,1604,3690,1604,3690,0,1,test,232
4551,4928,5878,8016,5878,8016,0,1,train,3575
4552,4929,5471,8864,5471,8864,0,1,train,5081
4553,4930,1428,8790,1428,8790,0,1,test,972
4554,4931,7460,9189,7460,9189,0,1,train,7116
4555,4932,2397,4872,2397,4872,0,1,train,4391
4556,4933,2111,6554,2111,6554,0,1,test,842
4557,4934,5872,6079,5872,6079,0,1,train,2986
4558,4935,5465,3003,5465,3003,0,1,train,4131
4559,4936,8428,7989,7989,8428,1,0,train,4824
4560,4937,6958,2087,2087,6958,1,0,train,1829
4561,4938,3498,3725,3498,3725,0,1,train,4983
4562,4939,3779,6607,3779,6607,0,1,train,6761
4563,4940,9122,554,9122,554,0,1,train,4890
4564,4941,3197,6602,3197,6602,0,1,train,3298
4565,4942,7396,8011,7396,8011,0,1,train,1761
4566,4943,8498,6006,8498,6006,0,1,train,4591
4567,4944,406,2593,406,2593,0,1,train,4797
4568,4945,385,1867,1867,385,1,0,test,822
4569,4946,293,2235,2235,293,1,0,train,1464
4570,4947,7,4624,7,4624,0,1,train,5124
4571,4948,4519,8632,8632,4519,1,0,train,6094
4572,4949,268,5288,268,5288,0,1,train,5730
4573,4950,4485,1335,1335,4485,1,0,train,4831
4574,4951,235,5430,235,5430,0,1,train,1472
4575,4952,531,2915,531,2915,0,1,train,2389
4576,4953,296,5071,5071,296,1,0,train,2240
4577,4954,4315,9276,4315,9276,0,1,train,3407
4578,4955,7123,1051,7123,1051,0,1,test,291
4579,4956,700,8142,8142,700,1,0,test,761
4580,4957,5698,7612,7612,5698,1,0,test,428
4581,4959,726,8213,8213,726,1,0,train,3694
4582,4960,700,2812,2812,700,1,0,train,4235
4583,4961,671,2181,2181,671,1,0,train,2594
4584,4962,5976,1534,5976,1534,0,1,test,474
4585,4963,6810,3302,3302,6810,1,0,train,6966
4586,4964,63,8323,8323,63,1,0,train,2912
4587,4965,8644,5788,5788,8644,1,0,train,6420
4588,4966,8994,7162,7162,8994,1,0,train,4767
4589,4967,8126,3086,3086,8126,1,0,train,6626
4590,4968,8898,9219,8898,9219,0,1,train,3674
4591,4969,4848,8786,4848,8786,0,1,train,277
4592,4970,903,4847,4847,903,1,0,train,4812
4593,4971,2685,5384,2685,5384,0,1,train,6461
4594,4972,8726,522,522,8726,1,0,train,2790
4595,4973,3137,5384,3137,5384,0,1,train,5557
4596,4974,3832,7214,7214,3832,1,0,train,5285
4597,4975,1579,1627,1579,1627,0,1,train,5370
4598,4976,5380,9183,5380,9183,0,1,test,1065
4599,4977,1690,4109,4109,1690,1,0,train,940
4600,4978,2507,1641,1641,2507,1,0,train,4743
4601,4979,8214,3616,8214,3616,0,1,train,2798
4602,4980,3112,2362,3112,2362,0,1,train,6639
4603,4981,6823,1643,1643,6823,1,0,train,3416
4604,4982,4071,3798,4071,3798,0,1,train,1026
4605,4983,3367,4968,3367,4968,0,1,train,5773
4606,4984,1476,4874,1476,4874,0,1,train,4301
4607,4985,8760,194,8760,194,0,1,train,268
4608,4986,4865,1551,4865,1551,0,1,train,4793
4609,4987,4112,7689,4112,7689,0,1,train,1299
4610,4988,8127,5650,5650,8127,1,0,train,2356
4611,4989,437,2636,2636,437,1,0,train,1622
4612,4990,2989,6093,6093,2989,1,0,train,2965
4613,4991,237,3088,3088,237,1,0,train,917
4614,4992,286,7353,286,7353,0,1,train,1124
4615,4993,5657,5560,5560,5657,1,0,train,3214
4616,4994,6493,4545,6493,4545,0,1,test,1503
4617,4995,377,9298,377,9298,0,1,train,1879
4618,4996,2911,3862,2911,3862,0,1,train,3330
4619,4997,1047,2557,1047,2557,0,1,train,3560
4620,4998,3975,4118,4118,3975,1,0,train,2145
4621,4999,444,3944,3944,444,1,0,test,1521
4622,5000,326,3216,3216,326,1,0,train,5484
4623,5001,7678,6549,7678,6549,0,1,train,6052
4624,5002,6592,4533,4533,6592,1,0,test,583
4625,5003,3290,2460,2460,3290,1,0,train,1680
4626,5006,512,7707,7707,512,1,0,train,5402
